x,y
0.0,0.0
0.1,0.10891089108910892
0.2,0.21568627450980393
0.30000000000000004,0.3203883495145632
0.4,0.42307692307692313
0.5,0.5238095238095238
0.6000000000000001,0.6226415094339623
0.7000000000000001,0.7196261682242991
0.8,0.8148148148148149
0.9,0.908256880733945
1.0,1.0
