x,y
0.0,0.0
0.1,0.1346153846153846
0.2,0.2592592592592592
0.30000000000000004,0.375
0.4,0.48275862068965514
0.5,0.5833333333333334
0.6000000000000001,0.6774193548387097
0.7000000000000001,0.765625
0.8,0.8484848484848485
0.9,0.9264705882352942
1.0,1.0
