x,y
0.0,0.0
0.1,0.2105263157894737
0.2,0.375
0.30000000000000004,0.5070422535211269
0.4,0.6153846153846153
0.5,0.7058823529411765
0.6000000000000001,0.782608695652174
0.7000000000000001,0.8484848484848486
0.8,0.9056603773584905
0.9,0.9557522123893807
1.0,1.0
